measure,metric,location,year,age,sex,val,lower,upper
DALYs (Disability-Adjusted Life Years),Number,Global,1995,50 to 54,Male,21308633.247456033,20707871.43531182,21687188.822838213
DALYs (Disability-Adjusted Life Years),Number,Global,1995,55 to 59,Both,39343642.92347178,38590300.59534199,39834862.32535647
DALYs (Disability-Adjusted Life Years),Number,Global,1995,55 to 59,Female,18416907.958467875,18061530.50403347,18732510.908137325
DALYs (Disability-Adjusted Life Years),Number,Global,1995,55 to 59,Male,20920459.427907098,20554060.553445213,21375919.442431808
DALYs (Disability-Adjusted Life Years),Number,Global,1995,60 to 64,Both,37048388.45730201,36241671.17232497,37718258.29003627
DALYs (Disability-Adjusted Life Years),Number,Global,1995,60 to 64,Female,17637208.276771314,17323283.285653107,17959660.69203603
DALYs (Disability-Adjusted Life Years),Number,Global,1995,60 to 64,Male,19316410.27520078,18948537.437958594,19665072.643792897
DALYs (Disability-Adjusted Life Years),Number,Global,1995,65 to 69,Both,33052058.364118557,32419078.76597053,33765471.242819704
DALYs (Disability-Adjusted Life Years),Number,Global,1995,65 to 69,Female,16370803.281103868,16066514.441869006,16693483.573413398
DALYs (Disability-Adjusted Life Years),Number,Global,1995,65 to 69,Male,16663125.171535557,16325416.89722566,16941733.889447384
DALYs (Disability-Adjusted Life Years),Number,Global,1995,70 to 74,Both,25692764.297191408,25387532.77061369,26330090.70131118
DALYs (Disability-Adjusted Life Years),Number,Global,1995,70 to 74,Female,13510236.899946626,13278969.187918104,13841688.361749478
DALYs (Disability-Adjusted Life Years),Number,Global,1995,70 to 74,Male,12097876.845688192,11897265.551338542,12360806.442525001
DALYs (Disability-Adjusted Life Years),Number,Global,1995,75 to 79,Both,17152834.108543973,16809522.263114728,17623033.89519874
DALYs (Disability-Adjusted Life Years),Number,Global,1995,75 to 79,Female,9467159.811291274,9284510.624496771,9659928.51459537
DALYs (Disability-Adjusted Life Years),Number,Global,1995,75 to 79,Male,7537780.457994392,7419397.328330589,7669495.587179055
DALYs (Disability-Adjusted Life Years),Number,Global,1995,80 to 84,Both,11442614.404277572,11250978.59163542,11659403.82486492
DALYs (Disability-Adjusted Life Years),Number,Global,1995,80 to 84,Female,6818929.431910047,6716439.705118975,6914928.042841749
DALYs (Disability-Adjusted Life Years),Number,Global,1995,80 to 84,Male,4519369.253351046,4464421.955465979,4586140.220912563
DALYs (Disability-Adjusted Life Years),Number,Global,1995,85 to 89,Both,5626772.382681907,5538613.413104194,5708694.861188527
DALYs (Disability-Adjusted Life Years),Number,Global,1995,85 to 89,Female,3545753.250187933,3471084.9671858023,3602123.3723470075
DALYs (Disability-Adjusted Life Years),Number,Global,1995,85 to 89,Male,1975129.4073172912,1941135.4948433652,2010719.7738156938
DALYs (Disability-Adjusted Life Years),Number,Global,1995,90 to 94,Both,1866630.2150876569,1830064.6287038908,1914386.0725954892
DALYs (Disability-Adjusted Life Years),Number,Global,1995,90 to 94,Female,1255330.852696711,1230396.4354339784,1280921.2086057095
DALYs (Disability-Adjusted Life Years),Number,Global,1995,90 to 94,Male,578688.24129151,566660.7889937209,593472.6543329997
DALYs (Disability-Adjusted Life Years),Number,Global,1996,25 to 29,Both,43771374.2132203,42964730.4580793,44609384.63178913
DALYs (Disability-Adjusted Life Years),Number,Global,1996,25 to 29,Female,18495467.878324825,18029429.447271902,18924323.716409657
DALYs (Disability-Adjusted Life Years),Number,Global,1996,25 to 29,Male,25498361.569134902,25077072.77844512,25949957.518820725
DALYs (Disability-Adjusted Life Years),Number,Global,1996,30 to 34,Both,48451794.557393484,47413067.730831355,49047905.375484034
DALYs (Disability-Adjusted Life Years),Number,Global,1996,30 to 34,Female,21108553.69404814,20793081.825599667,21568691.94083965
DALYs (Disability-Adjusted Life Years),Number,Global,1996,30 to 34,Male,27507260.433489263,27033181.31521851,28109575.046814278
DALYs (Disability-Adjusted Life Years),Number,Global,1996,35 to 39,Both,48167521.71733725,47489693.53427639,48874726.681078084
DALYs (Disability-Adjusted Life Years),Number,Global,1996,35 to 39,Female,21144016.831677217,20661882.828974053,21571038.917023174
DALYs (Disability-Adjusted Life Years),Number,Global,1996,35 to 39,Male,27016126.008690953,26495196.73078674,27512638.534155525
DALYs (Disability-Adjusted Life Years),Number,Global,1996,40 to 44,Both,50256777.258230925,49308033.12367025,51232877.23292038
DALYs (Disability-Adjusted Life Years),Number,Global,1996,40 to 44,Female,22415237.408686783,21951357.949772216,22940304.330849957
DALYs (Disability-Adjusted Life Years),Number,Global,1996,40 to 44,Male,28050460.867042672,27612008.43054473,28710606.172177684
DALYs (Disability-Adjusted Life Years),Number,Global,1996,45 to 49,Both,46421812.16848965,45496269.24956237,47360610.32265037
DALYs (Disability-Adjusted Life Years),Number,Global,1996,45 to 49,Female,20915076.866325084,20506586.97669884,21469293.62010572
DALYs (Disability-Adjusted Life Years),Number,Global,1996,45 to 49,Male,25511682.457097564,25117178.772865728,26057368.233097207
DALYs (Disability-Adjusted Life Years),Number,Global,1996,50 to 54,Both,39518576.469548754,38867046.18977828,40404993.84286781
DALYs (Disability-Adjusted Life Years),Number,Global,1996,50 to 54,Female,18103896.65168865,17700919.412532825,18443204.966491345
DALYs (Disability-Adjusted Life Years),Number,Global,1996,50 to 54,Male,21556557.395690057,21222077.690169986,21916647.448015273
DALYs (Disability-Adjusted Life Years),Number,Global,1996,55 to 59,Both,39615961.042457394,38998741.232256204,40345304.98331922
DALYs (Disability-Adjusted Life Years),Number,Global,1996,55 to 59,Female,18484414.92181348,18339422.025280617,18659424.3308389
DALYs (Disability-Adjusted Life Years),Number,Global,1996,55 to 59,Male,21010286.929629624,20583591.021590784,21488115.389309473
DALYs (Disability-Adjusted Life Years),Number,Global,1996,60 to 64,Both,37301015.72159018,36319768.772817075,38101577.25170747
DALYs (Disability-Adjusted Life Years),Number,Global,1996,60 to 64,Female,17884483.078303523,17619706.758531995,18158338.113021623
DALYs (Disability-Adjusted Life Years),Number,Global,1996,60 to 64,Male,19465331.2356132,19172713.44261924,19727678.883214887
DALYs (Disability-Adjusted Life Years),Number,Global,1996,65 to 69,Both,33694435.208773494,33191448.858474404,34196692.1024182
DALYs (Disability-Adjusted Life Years),Number,Global,1996,65 to 69,Female,16587084.67098696,16191468.777944965,16888620.87141621
DALYs (Disability-Adjusted Life Years),Number,Global,1996,65 to 69,Male,16990209.261404958,16634573.766543528,17350860.309393942
DALYs (Disability-Adjusted Life Years),Number,Global,1996,70 to 74,Both,26389911.9001369,25825712.205821153,27007754.36228509
DALYs (Disability-Adjusted Life Years),Number,Global,1996,70 to 74,Female,13883434.084243968,13692057.701447852,14134262.111857962
DALYs (Disability-Adjusted Life Years),Number,Global,1996,70 to 74,Male,12448327.773181017,12247390.467361685,12627307.519942723
DALYs (Disability-Adjusted Life Years),Number,Global,1996,75 to 79,Both,17817341.08458312,17462551.334242433,18131823.052204747
DALYs (Disability-Adjusted Life Years),Number,Global,1996,75 to 79,Female,9768821.194507122,9613376.258257274,9936199.610848544
DALYs (Disability-Adjusted Life Years),Number,Global,1996,75 to 79,Male,7830484.119930784,7673479.742341518,7971094.587723138
DALYs (Disability-Adjusted Life Years),Number,Global,1996,80 to 84,Both,11512319.772655359,11328320.794321166,11682961.187777027
DALYs (Disability-Adjusted Life Years),Number,Global,1996,80 to 84,Female,6799284.077152903,6646592.812538654,6942979.887891497
DALYs (Disability-Adjusted Life Years),Number,Global,1996,80 to 84,Male,4567349.627784951,4505608.963916204,4656220.481087262
DALYs (Disability-Adjusted Life Years),Number,Global,1996,85 to 89,Both,5764839.254053169,5627976.824116459,5881199.552172797
DALYs (Disability-Adjusted Life Years),Number,Global,1996,85 to 89,Female,3650934.763962559,3590166.00331253,3758380.0534883915
DALYs (Disability-Adjusted Life Years),Number,Global,1996,85 to 89,Male,2039298.790875507,1997499.8923462075,2075069.0677763256
DALYs (Disability-Adjusted Life Years),Number,Global,1996,90 to 94,Both,1952840.0446144724,1905874.88996889,1992611.0998149612
DALYs (Disability-Adjusted Life Years),Number,Global,1996,90 to 94,Female,1308931.2225679352,1280392.8716576814,1330027.4474752778
DALYs (Disability-Adjusted Life Years),Number,Global,1996,90 to 94,Male,609742.1281161583,595838.8192114109,620352.5349493208
DALYs (Disability-Adjusted Life Years),Number,Global,1997,25 to 29,Both,43924539.10655065,42993565.34534055,45099086.23859791
DALYs (Disability-Adjusted Life Years),Number,Global,1997,25 to 29,Female,18563465.150684845,18223671.762711152,18838780.710629467
DALYs (Disability-Adjusted Life Years),Number,Global,1997,25 to 29,Male,25358703.917818666,24862284.559945006,25860044.243601594
DALYs (Disability-Adjusted Life Years),Number,Global,1997,30 to 34,Both,49433032.70244288,48627656.95176696,50378491.529286295
DALYs (Disability-Adjusted Life Years),Number,Global,1997,30 to 34,Female,21443422.221142936,21059716.94524621,21871850.34901043
DALYs (Disability-Adjusted Life Years),Number,Global,1997,30 to 34,Male,28017263.534601588,27544586.792949148,28486154.995138876
DALYs (Disability-Adjusted Life Years),Number,Global,1997,35 to 39,Both,48921105.5580639,48154666.43040104,49696304.981944084
DALYs (Disability-Adjusted Life Years),Number,Global,1997,35 to 39,Female,21587955.61630513,21272834.203097574,21938492.72552868
DALYs (Disability-Adjusted Life Years),Number,Global,1997,35 to 39,Male,27406600.275493104,27063306.79149816,27756378.780124955
DALYs (Disability-Adjusted Life Years),Number,Global,1997,40 to 44,Both,50988786.1786795,49810882.607620314,52015696.29265784
DALYs (Disability-Adjusted Life Years),Number,Global,1997,40 to 44,Female,22795203.35626291,22345383.904200487,23218837.691915147
DALYs (Disability-Adjusted Life Years),Number,Global,1997,40 to 44,Male,28223739.048692957,27806946.10875707,28561389.433486424
DALYs (Disability-Adjusted Life Years),Number,Global,1997,45 to 49,Both,47811644.251040034,46758815.69202391,48877266.98988704
DALYs (Disability-Adjusted Life Years),Number,Global,1997,45 to 49,Female,21577431.462771088,21193798.048801087,21885015.737320118
DALYs (Disability-Adjusted Life Years),Number,Global,1997,45 to 49,Male,26253795.835258488,25854614.225770384,26668379.094850942
DALYs (Disability-Adjusted Life Years),Number,Global,1997,50 to 54,Both,40798587.197307736,40055124.80669107,41495908.90073594
DALYs (Disability-Adjusted Life Years),Number,Global,1997,50 to 54,Female,18655880.614124913,18425780.57444882,19001820.881561086
DALYs (Disability-Adjusted Life Years),Number,Global,1997,50 to 54,Male,22156461.795265656,21873761.90729382,22584674.19921065
DALYs (Disability-Adjusted Life Years),Number,Global,1997,55 to 59,Both,39624690.05251901,38869234.646644816,40202193.01786577
DALYs (Disability-Adjusted Life Years),Number,Global,1997,55 to 59,Female,18559405.14087024,18138269.107445702,18874102.697909787
DALYs (Disability-Adjusted Life Years),Number,Global,1997,55 to 59,Male,21110693.914154552,20727286.76229884,21573885.43528521
DALYs (Disability-Adjusted Life Years),Number,Global,1997,60 to 64,Both,37909252.933208555,37394950.64339214,38583305.48258219
DALYs (Disability-Adjusted Life Years),Number,Global,1997,60 to 64,Female,18145612.425934017,17820576.755556963,18494879.5885493
DALYs (Disability-Adjusted Life Years),Number,Global,1997,60 to 64,Male,19747092.062791646,19379846.468319,20122386.561760932
DALYs (Disability-Adjusted Life Years),Number,Global,1997,65 to 69,Both,34035148.916940756,33562638.824550465,34668363.701411515
DALYs (Disability-Adjusted Life Years),Number,Global,1997,65 to 69,Female,16784685.72652297,16499822.975607783,17010487.475486804
DALYs (Disability-Adjusted Life Years),Number,Global,1997,65 to 69,Male,17184751.483505994,16899221.931740593,17543767.79620103
DALYs (Disability-Adjusted Life Years),Number,Global,1997,70 to 74,Both,27190543.01060488,26788745.431887798,27553410.12625181
DALYs (Disability-Adjusted Life Years),Number,Global,1997,70 to 74,Female,14215812.050322622,14013643.36464418,14397029.972413989
DALYs (Disability-Adjusted Life Years),Number,Global,1997,70 to 74,Male,12870143.35281413,12659413.19019005,13058438.023225809
DALYs (Disability-Adjusted Life Years),Number,Global,1997,75 to 79,Both,18518564.48801346,18178025.490899157,18855418.785226524
DALYs (Disability-Adjusted Life Years),Number,Global,1997,75 to 79,Female,10200456.694727704,9976600.69704803,10365362.572985232
DALYs (Disability-Adjusted Life Years),Number,Global,1997,75 to 79,Male,8177909.618897897,8040171.221288514,8288240.818130363
DALYs (Disability-Adjusted Life Years),Number,Global,1997,80 to 84,Both,11516678.183208637,11284779.154920954,11766892.965038132
DALYs (Disability-Adjusted Life Years),Number,Global,1997,80 to 84,Female,6779619.254924779,6678750.268236382,6907085.143954361
DALYs (Disability-Adjusted Life Years),Number,Global,1997,80 to 84,Male,4598750.805742298,4550424.275380436,4658589.422278134
DALYs (Disability-Adjusted Life Years),Number,Global,1997,85 to 89,Both,5965167.187146955,5865993.569244102,6084808.425764775
DALYs (Disability-Adjusted Life Years),Number,Global,1997,85 to 89,Female,3763130.236800772,3719962.2476134617,3813725.2399113644
DALYs (Disability-Adjusted Life Years),Number,Global,1997,85 to 89,Male,2090802.0187283938,2060859.0761209074,2129091.726254077
DALYs (Disability-Adjusted Life Years),Number,Global,1997,90 to 94,Both,2055035.4097203384,2026029.9247251446,2078348.7890126482
DALYs (Disability-Adjusted Life Years),Number,Global,1997,90 to 94,Female,1378898.1726156662,1365027.5129463826,1402477.1005480303
DALYs (Disability-Adjusted Life Years),Number,Global,1997,90 to 94,Male,642803.5583636652,629497.512082781,658620.9132927505
DALYs (Disability-Adjusted Life Years),Number,Global,1998,25 to 29,Both,44103978.50916243,43241849.69283642,44913935.206988536
DALYs (Disability-Adjusted Life Years),Number,Global,1998,25 to 29,Female,18477300.75402233,18204564.160348948,18761767.206078395
DALYs (Disability-Adjusted Life Years),Number,Global,1998,25 to 29,Male,25403965.65093075,24846008.073975727,25955729.988915775
DALYs (Disability-Adjusted Life Years),Number,Global,1998,30 to 34,Both,49959645.51091714,49107048.25671427,50712528.893928014
DALYs (Disability-Adjusted Life Years),Number,Global,1998,30 to 34,Female,21798162.980903525,21283587.194074538,22134392.790741812
DALYs (Disability-Adjusted Life Years),Number,Global,1998,30 to 34,Male,28314002.92452826,27774419.94665726,28938779.75528735
DALYs (Disability-Adjusted Life Years),Number,Global,1998,35 to 39,Both,50221909.16503894,49318242.08810958,51007547.020603545
DALYs (Disability-Adjusted Life Years),Number,Global,1998,35 to 39,Female,22236283.181671273,21778381.28145437,22619759.503728315
DALYs (Disability-Adjusted Life Years),Number,Global,1998,35 to 39,Male,28095574.125224415,27467625.141909987,28624510.141128033
DALYs (Disability-Adjusted Life Years),Number,Global,1998,40 to 44,Both,51279426.99458028,50624749.87406044,52233099.391470976
DALYs (Disability-Adjusted Life Years),Number,Global,1998,40 to 44,Female,22847223.503167316,22394041.957291327,23320738.440326072
DALYs (Disability-Adjusted Life Years),Number,Global,1998,40 to 44,Male,28615986.21502957,28040692.000733525,29034824.055146452
DALYs (Disability-Adjusted Life Years),Number,Global,1998,45 to 49,Both,49334570.74830352,48449531.627539515,50086386.75799986
DALYs (Disability-Adjusted Life Years),Number,Global,1998,45 to 49,Female,22231285.389725555,21844525.744238973,22706096.115962856
DALYs (Disability-Adjusted Life Years),Number,Global,1998,45 to 49,Male,27002111.502999935,26465149.732802097,27455321.146016978
