measure,metric,location,year,age,sex,category,val,lower,upper
DALYs (Disability-Adjusted Life Years),Number,Global,1994,65 to 69,Female,Cardiovascular diseases,9867031.888032034,9597061.061872756,10130912.622465339
DALYs (Disability-Adjusted Life Years),Number,Global,1994,65 to 69,Male,Cardiovascular diseases,9736623.741041027,9500963.637896784,9948035.990480697
DALYs (Disability-Adjusted Life Years),Number,Global,1994,70 to 74,Both,Cardiovascular diseases,14991890.320400968,14631063.277545093,15294791.103554718
DALYs (Disability-Adjusted Life Years),Number,Global,1994,70 to 74,Female,Cardiovascular diseases,7970715.127187153,7780223.4558592215,8175662.559065478
DALYs (Disability-Adjusted Life Years),Number,Global,1994,70 to 74,Male,Cardiovascular diseases,6979151.568961946,6827631.283036698,7150218.7453797
DALYs (Disability-Adjusted Life Years),Number,Global,1994,75 to 79,Both,Cardiovascular diseases,10069401.77111847,9831492.408775033,10276526.797921238
DALYs (Disability-Adjusted Life Years),Number,Global,1994,75 to 79,Female,Cardiovascular diseases,5589129.795429391,5429327.195077701,5714713.477638319
DALYs (Disability-Adjusted Life Years),Number,Global,1994,75 to 79,Male,Cardiovascular diseases,4395379.677311517,4198357.041802227,4507040.173772218
DALYs (Disability-Adjusted Life Years),Number,Global,1994,80 to 84,Both,Cardiovascular diseases,6776922.637572401,6562601.663771243,6940113.900801314
DALYs (Disability-Adjusted Life Years),Number,Global,1994,80 to 84,Female,Cardiovascular diseases,4055088.1487914976,3944920.6616465226,4139860.543329587
DALYs (Disability-Adjusted Life Years),Number,Global,1994,80 to 84,Male,Cardiovascular diseases,2662909.3045559437,2614585.84968967,2728314.420764261
DALYs (Disability-Adjusted Life Years),Number,Global,1994,85 to 89,Both,Cardiovascular diseases,3239091.410944551,3160018.7317295996,3336484.2373594414
DALYs (Disability-Adjusted Life Years),Number,Global,1994,85 to 89,Female,Cardiovascular diseases,2080406.8718144437,2020422.0399486206,2145962.783468274
DALYs (Disability-Adjusted Life Years),Number,Global,1994,85 to 89,Male,Cardiovascular diseases,1133328.9361289637,1106023.544241432,1157289.6619803542
DALYs (Disability-Adjusted Life Years),Number,Global,1994,90 to 94,Both,Cardiovascular diseases,1052194.3195778981,1028314.3544070282,1083081.1409705793
DALYs (Disability-Adjusted Life Years),Number,Global,1994,90 to 94,Female,Cardiovascular diseases,718714.7827171792,699598.2954039648,741706.8115570539
DALYs (Disability-Adjusted Life Years),Number,Global,1994,90 to 94,Male,Cardiovascular diseases,324104.56709073053,314632.0626629558,330960.3887100809
DALYs (Disability-Adjusted Life Years),Number,Global,1995,25 to 29,Both,Cardiovascular diseases,28401664.077517454,27776137.086604342,29108500.626901194
DALYs (Disability-Adjusted Life Years),Number,Global,1995,25 to 29,Female,Cardiovascular diseases,12411941.155396229,12115968.235615559,12636590.736664584
DALYs (Disability-Adjusted Life Years),Number,Global,1995,25 to 29,Male,Cardiovascular diseases,15888946.233932512,15477429.751557656,16496588.201328333
DALYs (Disability-Adjusted Life Years),Number,Global,1995,30 to 34,Both,Cardiovascular diseases,30190645.93064867,29375827.417030074,31163466.45967014
DALYs (Disability-Adjusted Life Years),Number,Global,1995,30 to 34,Female,Cardiovascular diseases,13520370.258378055,13174637.247411229,13844308.98062257
DALYs (Disability-Adjusted Life Years),Number,Global,1995,30 to 34,Male,Cardiovascular diseases,16811333.750667498,16164723.477472147,17212256.226968914
DALYs (Disability-Adjusted Life Years),Number,Global,1995,35 to 39,Both,Cardiovascular diseases,30027492.617295854,29461504.233467486,30760920.16127201
DALYs (Disability-Adjusted Life Years),Number,Global,1995,35 to 39,Female,Cardiovascular diseases,13529985.741932357,13157435.275595997,13891994.464736693
DALYs (Disability-Adjusted Life Years),Number,Global,1995,35 to 39,Male,Cardiovascular diseases,16632440.522732046,16265857.944086414,17060438.94378012
DALYs (Disability-Adjusted Life Years),Number,Global,1995,40 to 44,Both,Cardiovascular diseases,30924496.395280786,30176650.267555915,31887087.929871023
DALYs (Disability-Adjusted Life Years),Number,Global,1995,40 to 44,Female,Cardiovascular diseases,13992816.326147953,13695833.015680954,14289010.868717182
DALYs (Disability-Adjusted Life Years),Number,Global,1995,40 to 44,Male,Cardiovascular diseases,16695992.251743337,16228087.770796787,17063892.137231957
DALYs (Disability-Adjusted Life Years),Number,Global,1995,45 to 49,Both,Cardiovascular diseases,27424828.714975227,26547200.223117165,28299723.32070809
DALYs (Disability-Adjusted Life Years),Number,Global,1995,45 to 49,Female,Cardiovascular diseases,12577702.16628028,12270847.378035352,12904648.658495594
DALYs (Disability-Adjusted Life Years),Number,Global,1995,45 to 49,Male,Cardiovascular diseases,14981304.474670097,14565593.059759509,15296051.007727887
DALYs (Disability-Adjusted Life Years),Number,Global,1995,50 to 54,Both,Cardiovascular diseases,24081948.736306377,23531111.1731267,24694304.622930046
DALYs (Disability-Adjusted Life Years),Number,Global,1995,50 to 54,Female,Cardiovascular diseases,11156405.783645261,10851590.812030884,11399348.969512142
DALYs (Disability-Adjusted Life Years),Number,Global,1995,50 to 54,Male,Cardiovascular diseases,12901102.588499466,12427757.984211436,13237907.944648903
DALYs (Disability-Adjusted Life Years),Number,Global,1995,55 to 59,Both,Cardiovascular diseases,24088668.68900494,23431940.54826335,24629837.533569038
DALYs (Disability-Adjusted Life Years),Number,Global,1995,55 to 59,Female,Cardiovascular diseases,11361810.82631323,11065298.306931138,11669496.67755013
DALYs (Disability-Adjusted Life Years),Number,Global,1995,55 to 59,Male,Cardiovascular diseases,12622389.825853173,12256963.282263618,13047192.95273985
DALYs (Disability-Adjusted Life Years),Number,Global,1995,60 to 64,Both,Cardiovascular diseases,22453732.09237654,21866185.383413672,22972057.423102695
DALYs (Disability-Adjusted Life Years),Number,Global,1995,60 to 64,Female,Cardiovascular diseases,10819035.533732086,10516079.460314205,11087482.649201788
DALYs (Disability-Adjusted Life Years),Number,Global,1995,60 to 64,Male,Cardiovascular diseases,11630427.74321882,11443089.728142763,11811952.74596347
DALYs (Disability-Adjusted Life Years),Number,Global,1995,65 to 69,Both,Cardiovascular diseases,19972206.875646085,19439475.80146499,20488115.372804437
DALYs (Disability-Adjusted Life Years),Number,Global,1995,65 to 69,Female,Cardiovascular diseases,9987683.724101512,9706824.529984089,10377586.86793619
DALYs (Disability-Adjusted Life Years),Number,Global,1995,65 to 69,Male,Cardiovascular diseases,9931329.775786232,9721752.879936477,10079273.754891414
DALYs (Disability-Adjusted Life Years),Number,Global,1995,70 to 74,Both,Cardiovascular diseases,15596497.503091406,15236865.979106098,15987302.606001006
DALYs (Disability-Adjusted Life Years),Number,Global,1995,70 to 74,Female,Cardiovascular diseases,8206653.7219973225,8041011.964771746,8419143.116255227
DALYs (Disability-Adjusted Life Years),Number,Global,1995,70 to 74,Male,Cardiovascular diseases,7209670.793937712,6952349.52894722,7404085.462317886
DALYs (Disability-Adjusted Life Years),Number,Global,1995,75 to 79,Both,Cardiovascular diseases,10242803.927910417,9985037.919842446,10446297.13962165
DALYs (Disability-Adjusted Life Years),Number,Global,1995,75 to 79,Female,Cardiovascular diseases,5735132.910809394,5540524.896557456,5875508.409567721
DALYs (Disability-Adjusted Life Years),Number,Global,1995,75 to 79,Male,Cardiovascular diseases,4501313.504197833,4371492.7724907845,4606149.112627694
DALYs (Disability-Adjusted Life Years),Number,Global,1995,80 to 84,Both,Cardiovascular diseases,6903087.763205802,6656286.807502488,7070714.902003957
DALYs (Disability-Adjusted Life Years),Number,Global,1995,80 to 84,Female,Cardiovascular diseases,4133855.856996857,4041665.991136562,4261663.353529612
DALYs (Disability-Adjusted Life Years),Number,Global,1995,80 to 84,Male,Cardiovascular diseases,2713139.8658209094,2648326.9984140974,2774068.8622935656
DALYs (Disability-Adjusted Life Years),Number,Global,1995,85 to 89,Both,Cardiovascular diseases,3355725.0914589795,3251501.3858780917,3471719.1283277115
DALYs (Disability-Adjusted Life Years),Number,Global,1995,85 to 89,Female,Cardiovascular diseases,2134589.152675266,2080724.2027211364,2188747.149994553
DALYs (Disability-Adjusted Life Years),Number,Global,1995,85 to 89,Male,Cardiovascular diseases,1173096.255230988,1147126.6270071298,1201241.1155561786
DALYs (Disability-Adjusted Life Years),Number,Global,1995,90 to 94,Both,Cardiovascular diseases,1113564.804100398,1080944.9209343763,1149403.7681787552
DALYs (Disability-Adjusted Life Years),Number,Global,1995,90 to 94,Female,Cardiovascular diseases,755376.7561154679,738677.9477782273,775495.4550272217
DALYs (Disability-Adjusted Life Years),Number,Global,1995,90 to 94,Male,Cardiovascular diseases,342406.9855042988,333743.28185865446,350158.15170660586
DALYs (Disability-Adjusted Life Years),Number,Global,1996,25 to 29,Both,Cardiovascular diseases,28562721.495152812,27686646.190626357,29139218.762869403
DALYs (Disability-Adjusted Life Years),Number,Global,1996,25 to 29,Female,Cardiovascular diseases,12530608.321957782,12047797.803554978,12845762.559198294
DALYs (Disability-Adjusted Life Years),Number,Global,1996,25 to 29,Male,Cardiovascular diseases,16013047.7409853,15604533.161043882,16413384.12807789
DALYs (Disability-Adjusted Life Years),Number,Global,1996,30 to 34,Both,Cardiovascular diseases,31140265.09530991,30528314.012041837,31875000.256618906
DALYs (Disability-Adjusted Life Years),Number,Global,1996,30 to 34,Female,Cardiovascular diseases,13907034.26709174,13481536.22519233,14367742.780197306
DALYs (Disability-Adjusted Life Years),Number,Global,1996,30 to 34,Male,Cardiovascular diseases,17114344.451177143,16707911.937142853,17505067.11943071
DALYs (Disability-Adjusted Life Years),Number,Global,1996,35 to 39,Both,Cardiovascular diseases,30478507.275927585,29481782.53067676,31442701.78272315
DALYs (Disability-Adjusted Life Years),Number,Global,1996,35 to 39,Female,Cardiovascular diseases,13720158.649966069,13406341.302274534,14023553.175195813
DALYs (Disability-Adjusted Life Years),Number,Global,1996,35 to 39,Male,Cardiovascular diseases,16690206.88080991,16161652.694824502,17164684.11339843
DALYs (Disability-Adjusted Life Years),Number,Global,1996,40 to 44,Both,Cardiovascular diseases,31254813.49552012,30594351.711824812,32110393.230357416
DALYs (Disability-Adjusted Life Years),Number,Global,1996,40 to 44,Female,Cardiovascular diseases,14218705.763791094,13835345.085116103,14609095.519769441
DALYs (Disability-Adjusted Life Years),Number,Global,1996,40 to 44,Male,Cardiovascular diseases,17113146.94300269,16569636.83370899,17455961.64942129
DALYs (Disability-Adjusted Life Years),Number,Global,1996,45 to 49,Both,Cardiovascular diseases,28694563.602102146,27872611.773392197,29649351.14051017
DALYs (Disability-Adjusted Life Years),Number,Global,1996,45 to 49,Female,Cardiovascular diseases,13122295.726657381,12600132.164767267,13391329.084417023
DALYs (Disability-Adjusted Life Years),Number,Global,1996,45 to 49,Male,Cardiovascular diseases,15570257.221891474,15208506.006036991,15901685.78802288
DALYs (Disability-Adjusted Life Years),Number,Global,1996,50 to 54,Both,Cardiovascular diseases,24441123.95559208,23994752.55422447,25007030.5349499
DALYs (Disability-Adjusted Life Years),Number,Global,1996,50 to 54,Female,Cardiovascular diseases,11303563.671636287,11021864.50535826,11768433.336813664
DALYs (Disability-Adjusted Life Years),Number,Global,1996,50 to 54,Male,Cardiovascular diseases,13086601.012683585,12704228.881574119,13401938.820442606
DALYs (Disability-Adjusted Life Years),Number,Global,1996,55 to 59,Both,Cardiovascular diseases,24100019.49733269,23601733.79461836,24619528.611400086
DALYs (Disability-Adjusted Life Years),Number,Global,1996,55 to 59,Female,Cardiovascular diseases,11378533.131432567,11138680.94132808,11665107.888175804
DALYs (Disability-Adjusted Life Years),Number,Global,1996,55 to 59,Male,Cardiovascular diseases,12744756.643639345,12390858.110668292,13171842.804360544
DALYs (Disability-Adjusted Life Years),Number,Global,1996,60 to 64,Both,Cardiovascular diseases,22745920.865676466,22156232.07388732,23314789.92104479
DALYs (Disability-Adjusted Life Years),Number,Global,1996,60 to 64,Female,Cardiovascular diseases,11032203.553226499,10737135.320223536,11307176.499710983
DALYs (Disability-Adjusted Life Years),Number,Global,1996,60 to 64,Male,Cardiovascular diseases,11763010.42978179,11482248.468649887,12049172.062452652
DALYs (Disability-Adjusted Life Years),Number,Global,1996,65 to 69,Both,Cardiovascular diseases,20317364.25606425,19758421.109389737,20820966.384292647
DALYs (Disability-Adjusted Life Years),Number,Global,1996,65 to 69,Female,Cardiovascular diseases,10194483.345725395,9991880.485074416,10373796.935378551
DALYs (Disability-Adjusted Life Years),Number,Global,1996,65 to 69,Male,Cardiovascular diseases,10185499.352884416,9914778.304497639,10486404.658916429
DALYs (Disability-Adjusted Life Years),Number,Global,1996,70 to 74,Both,Cardiovascular diseases,16024542.975675475,15572912.54686177,16593532.616377518
DALYs (Disability-Adjusted Life Years),Number,Global,1996,70 to 74,Female,Cardiovascular diseases,8437887.66330421,8152105.488281846,8647319.996689241
DALYs (Disability-Adjusted Life Years),Number,Global,1996,70 to 74,Male,Cardiovascular diseases,7491985.24423539,7270977.498188255,7618859.873420453
DALYs (Disability-Adjusted Life Years),Number,Global,1996,75 to 79,Both,Cardiovascular diseases,10680076.327211466,10371032.800884107,10938465.255015325
DALYs (Disability-Adjusted Life Years),Number,Global,1996,75 to 79,Female,Cardiovascular diseases,5947821.026308514,5794280.6586876055,6083752.293053895
DALYs (Disability-Adjusted Life Years),Number,Global,1996,75 to 79,Male,Cardiovascular diseases,4701021.715486565,4558379.559622975,4821060.073541189
DALYs (Disability-Adjusted Life Years),Number,Global,1996,80 to 84,Both,Cardiovascular diseases,6892213.065187763,6743659.160380442,7018722.205320103
DALYs (Disability-Adjusted Life Years),Number,Global,1996,80 to 84,Female,Cardiovascular diseases,4121133.5615356886,4033020.628027913,4204571.520564562
DALYs (Disability-Adjusted Life Years),Number,Global,1996,80 to 84,Male,Cardiovascular diseases,2717671.0019466705,2650536.32637421,2786362.468594183
DALYs (Disability-Adjusted Life Years),Number,Global,1996,85 to 89,Both,Cardiovascular diseases,3453627.4655219126,3360036.3474010825,3512793.2374642068
DALYs (Disability-Adjusted Life Years),Number,Global,1996,85 to 89,Female,Cardiovascular diseases,2214316.5470970613,2160399.371033945,2248216.5272923494
DALYs (Disability-Adjusted Life Years),Number,Global,1996,85 to 89,Male,Cardiovascular diseases,1212035.8589133776,1179465.802292131,1232425.8293714977
DALYs (Disability-Adjusted Life Years),Number,Global,1996,90 to 94,Both,Cardiovascular diseases,1161762.172433661,1130021.5299113756,1198217.9307681634
DALYs (Disability-Adjusted Life Years),Number,Global,1996,90 to 94,Female,Cardiovascular diseases,786393.400735693,773298.8609489435,804830.210963751
DALYs (Disability-Adjusted Life Years),Number,Global,1996,90 to 94,Male,Cardiovascular diseases,362107.6064628403,354112.467695616,371619.67157155345
DALYs (Disability-Adjusted Life Years),Number,Global,1997,25 to 29,Both,Cardiovascular diseases,28608142.680806946,27787394.91519866,29471517.21052833
DALYs (Disability-Adjusted Life Years),Number,Global,1997,25 to 29,Female,Cardiovascular diseases,12525931.84327699,12267537.503116578,12835132.834277358
