cause,location,sex,year,benchmark_rate,benchmark_lower,benchmark_upper,prev_group,next_group,prev_rate,next_rate,equivalent_age,lower_bound,upper_bound,equivalent_age_numeric,lower_bound_numeric,upper_bound_numeric
Diabetes and kidney diseases,Demo region,Male,2035,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7740.902977094842,8494.580599749146,68.83,68.75,68.93,68.82870889577383,68.74896237506586,68.93178332420739
Diabetes and kidney diseases,Demo region,Male,2036,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7742.01738753718,8495.512344332712,68.82,68.74,68.93,68.82175727720816,68.74180009327769,68.92502484625935
Diabetes and kidney diseases,Demo region,Male,2037,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7630.912701217639,8436.978662655254,69.39,69.32,69.48,69.39212228865323,69.31997435079523,69.48083511499529
Diabetes and kidney diseases,Demo region,Male,2038,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7633.861503853572,8437.583392000768,69.38,69.31,69.47,69.3807542976228,69.30803028492409,69.4699986532447
Diabetes and kidney diseases,Demo region,Male,2039,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7637.0993264435965,8438.932233102356,69.37,69.29,69.46,69.36617281555053,69.29281815823973,69.45598930531534
Diabetes and kidney diseases,Demo region,Male,2040,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7641.363333881027,8440.658513279066,69.35,69.27,69.44,69.34701176425897,69.27281740870961,69.4375892094374
Diabetes and kidney diseases,Global,Both,2022,8016.5543717135615,7842.31268086651,8271.649337106184,60 to 64,65 to 69,7566.254571920893,8328.332839179966,64.95,64.95,64.96,64.95441963863001,64.94807595248987,64.96040562001342
Diabetes and kidney diseases,Global,Both,2023,8016.5543717135615,7842.31268086651,8271.649337106184,60 to 64,65 to 69,7566.254571920893,8328.332839179966,64.95,64.95,64.96,64.95441963863001,64.94807595248987,64.96040562001342
Diabetes and kidney diseases,Global,Both,2024,8016.5543717135615,7842.31268086651,8271.649337106184,60 to 64,65 to 69,7566.254571920893,8328.332839179966,64.95,64.95,64.96,64.95441963863001,64.94807595248987,64.96040562001342
Diabetes and kidney diseases,Global,Both,2025,8016.5543717135615,7842.31268086651,8271.649337106184,60 to 64,65 to 69,7566.254571920893,8328.332839179966,64.95,64.95,64.96,64.95441963863001,64.94807595248987,64.96040562001342
Diabetes and kidney diseases,Global,Both,2026,8016.5543717135615,7842.31268086651,8271.649337106184,60 to 64,65 to 69,7566.254571920893,8328.332839179966,64.95,64.95,64.96,64.95441963863001,64.94807595248987,64.96040562001342
Diabetes and kidney diseases,Global,Both,2027,8016.5543717135615,7842.31268086651,8271.649337106184,60 to 64,65 to 69,7438.054212684118,8204.908519015535,65.77,65.76,65.78,65.77190396045992,65.76398180993425,65.78163779190619
Diabetes and kidney diseases,Global,Both,2028,8016.5543717135615,7842.31268086651,8271.649337106184,60 to 64,65 to 69,7438.054212684118,8204.908519015535,65.77,65.76,65.78,65.77190396045992,65.76398180993425,65.78163779190619
Diabetes and kidney diseases,Global,Both,2029,8016.5543717135615,7842.31268086651,8271.649337106184,60 to 64,65 to 69,7438.054212684118,8204.908519015535,65.77,65.76,65.78,65.77190396045992,65.76398180993425,65.78163779190619
Diabetes and kidney diseases,Global,Both,2030,8016.5543717135615,7842.31268086651,8271.649337106184,60 to 64,65 to 69,7438.054212684118,8204.908519015535,65.77,65.76,65.78,65.77190396045992,65.76398180993425,65.78163779190619
Diabetes and kidney diseases,Global,Both,2031,8016.5543717135615,7842.31268086651,8271.649337106184,60 to 64,65 to 69,7438.054212684118,8204.908519015535,65.77,65.76,65.78,65.77190396045992,65.76398180993425,65.78163779190619
Diabetes and kidney diseases,Global,Both,2032,8016.5543717135615,7842.31268086651,8271.649337106184,60 to 64,65 to 69,7303.418532365252,8102.153466925369,66.46,66.46,66.47,66.46415831142437,66.45510239516328,66.47420214964714
Diabetes and kidney diseases,Global,Both,2033,8016.5543717135615,7842.31268086651,8271.649337106184,60 to 64,65 to 69,7303.418532365252,8102.153466925369,66.46,66.46,66.47,66.46415831142437,66.45510239516328,66.47420214964714
Diabetes and kidney diseases,Global,Both,2034,8016.5543717135615,7842.31268086651,8271.649337106184,60 to 64,65 to 69,7303.418532365252,8102.153466925369,66.46,66.46,66.47,66.46415831142437,66.45510239516328,66.47420214964714
Diabetes and kidney diseases,Global,Both,2035,8016.5543717135615,7842.31268086651,8271.649337106184,60 to 64,65 to 69,7303.418532365252,8102.153466925369,66.46,66.46,66.47,66.46415831142437,66.45510239516328,66.47420214964714
Diabetes and kidney diseases,Global,Both,2036,8016.5543717135615,7842.31268086651,8271.649337106184,60 to 64,65 to 69,7303.418532365252,8102.153466925369,66.46,66.46,66.47,66.46415831142437,66.45510239516328,66.47420214964714
Diabetes and kidney diseases,Global,Both,2037,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7991.640593221444,8816.693857591456,67.15,67.14,67.16,67.15098284903546,67.14185715297067,67.1608072204818
Diabetes and kidney diseases,Global,Both,2038,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7991.640593221444,8816.693857591456,67.15,67.14,67.16,67.15098284903546,67.14185715297067,67.1608072204818
Diabetes and kidney diseases,Global,Both,2039,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7991.640593221444,8816.693857591456,67.15,67.14,67.16,67.15098284903546,67.14185715297067,67.1608072204818
Diabetes and kidney diseases,Global,Both,2040,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7991.640593221444,8816.693857591456,67.15,67.14,67.16,67.15098284903546,67.14185715297067,67.1608072204818
Diabetes and kidney diseases,Global,Female,2022,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7688.820243652938,8446.094046652128,69.16,69.15,69.18,69.16390773563425,69.15222276815147,69.17524909236221
Diabetes and kidney diseases,Global,Female,2023,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7688.820243652938,8446.094046652128,69.16,69.15,69.18,69.16390773563425,69.15222276815147,69.17524909236221
Diabetes and kidney diseases,Global,Female,2024,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7688.820243652938,8446.094046652128,69.16,69.15,69.18,69.16390773563425,69.15222276815147,69.17524909236221
Diabetes and kidney diseases,Global,Female,2025,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7688.820243652938,8446.094046652128,69.16,69.15,69.18,69.16390773563425,69.15222276815147,69.17524909236221
Diabetes and kidney diseases,Global,Female,2026,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7688.820243652938,8446.094046652128,69.16,69.15,69.18,69.16390773563425,69.15222276815147,69.17524909236221
Diabetes and kidney diseases,Global,Female,2027,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7575.413264198156,8345.350438871494,69.86,69.85,69.88,69.86478638794502,69.85157497267261,69.87960031683349
Diabetes and kidney diseases,Global,Female,2028,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7575.413264198156,8345.350438871494,69.86,69.85,69.88,69.86478638794502,69.85157497267261,69.87960031683349
Diabetes and kidney diseases,Global,Female,2029,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7575.413264198156,8345.350438871494,69.86,69.85,69.88,69.86478638794502,69.85157497267261,69.87960031683349
Diabetes and kidney diseases,Global,Female,2030,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7575.413264198156,8345.350438871494,69.86,69.85,69.88,69.86478638794502,69.85157497267261,69.87960031683349
Diabetes and kidney diseases,Global,Female,2031,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7575.413264198156,8345.350438871494,69.86,69.85,69.88,69.86478638794502,69.85157497267261,69.87960031683349
Diabetes and kidney diseases,Global,Female,2032,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7474.098614921694,8261.303055757913,70.45,70.43,70.46,70.4454566606334,70.4283614909902,70.46237072786425
Diabetes and kidney diseases,Global,Female,2033,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7474.098614921694,8261.303055757913,70.45,70.43,70.46,70.4454566606334,70.4283614909902,70.46237072786425
Diabetes and kidney diseases,Global,Female,2034,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7474.098614921694,8261.303055757913,70.45,70.43,70.46,70.4454566606334,70.4283614909902,70.46237072786425
Diabetes and kidney diseases,Global,Female,2035,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7474.098614921694,8261.303055757913,70.45,70.43,70.46,70.4454566606334,70.4283614909902,70.46237072786425
Diabetes and kidney diseases,Global,Female,2036,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7474.098614921694,8261.303055757913,70.45,70.43,70.46,70.4454566606334,70.4283614909902,70.46237072786425
Diabetes and kidney diseases,Global,Female,2037,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7359.051624892972,8189.500108241438,70.96,70.94,70.97,70.95872085989886,70.94303598746725,70.9738990619216
Diabetes and kidney diseases,Global,Female,2038,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7359.051624892972,8189.500108241438,70.96,70.94,70.97,70.95872085989886,70.94303598746725,70.9738990619216
Diabetes and kidney diseases,Global,Female,2039,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7359.051624892972,8189.500108241438,70.96,70.94,70.97,70.95872085989886,70.94303598746725,70.9738990619216
Diabetes and kidney diseases,Global,Female,2040,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7359.051624892972,8189.500108241438,70.96,70.94,70.97,70.95872085989886,70.94303598746725,70.9738990619216
Diabetes and kidney diseases,Global,Male,2022,8016.5543717135615,7842.31268086651,8271.649337106184,55 to 59,60 to 64,7475.444780471738,8229.612181406512,60.59,60.58,60.60,60.58746341045191,60.58130166309793,60.598259019469715
Diabetes and kidney diseases,Global,Male,2023,8016.5543717135615,7842.31268086651,8271.649337106184,55 to 59,60 to 64,7475.444780471738,8229.612181406512,60.59,60.58,60.60,60.58746341045191,60.58130166309793,60.598259019469715
Diabetes and kidney diseases,Global,Male,2024,8016.5543717135615,7842.31268086651,8271.649337106184,55 to 59,60 to 64,7475.444780471738,8229.612181406512,60.59,60.58,60.60,60.58746341045191,60.58130166309793,60.598259019469715
Diabetes and kidney diseases,Global,Male,2025,8016.5543717135615,7842.31268086651,8271.649337106184,55 to 59,60 to 64,7475.444780471738,8229.612181406512,60.59,60.58,60.60,60.58746341045191,60.58130166309793,60.598259019469715
Diabetes and kidney diseases,Global,Male,2026,8016.5543717135615,7842.31268086651,8271.649337106184,55 to 59,60 to 64,7475.444780471738,8229.612181406512,60.59,60.58,60.60,60.58746341045191,60.58130166309793,60.598259019469715
Diabetes and kidney diseases,Global,Male,2027,8016.5543717135615,7842.31268086651,8271.649337106184,55 to 59,60 to 64,7326.823340160023,8100.998793413184,61.45,61.45,61.46,61.454617029351816,61.446015158347706,61.46388819413018
Diabetes and kidney diseases,Global,Male,2028,8016.5543717135615,7842.31268086651,8271.649337106184,55 to 59,60 to 64,7326.823340160023,8100.998793413184,61.45,61.45,61.46,61.454617029351816,61.446015158347706,61.46388819413018
Diabetes and kidney diseases,Global,Male,2029,8016.5543717135615,7842.31268086651,8271.649337106184,55 to 59,60 to 64,7326.823340160023,8100.998793413184,61.45,61.45,61.46,61.454617029351816,61.446015158347706,61.46388819413018
Diabetes and kidney diseases,Global,Male,2030,8016.5543717135615,7842.31268086651,8271.649337106184,55 to 59,60 to 64,7326.823340160023,8100.998793413184,61.45,61.45,61.46,61.454617029351816,61.446015158347706,61.46388819413018
Diabetes and kidney diseases,Global,Male,2031,8016.5543717135615,7842.31268086651,8271.649337106184,55 to 59,60 to 64,7326.823340160023,8100.998793413184,61.45,61.45,61.46,61.454617029351816,61.446015158347706,61.46388819413018
Diabetes and kidney diseases,Global,Male,2032,8016.5543717135615,7842.31268086651,8271.649337106184,60 to 64,65 to 69,7972.673667479193,8766.950161045188,62.28,62.26,62.29,62.27623066142472,62.264568733386405,62.28846905290867
Diabetes and kidney diseases,Global,Male,2033,8016.5543717135615,7842.31268086651,8271.649337106184,60 to 64,65 to 69,7972.673667479193,8766.950161045188,62.28,62.26,62.29,62.27623066142472,62.264568733386405,62.28846905290867
Diabetes and kidney diseases,Global,Male,2034,8016.5543717135615,7842.31268086651,8271.649337106184,60 to 64,65 to 69,7972.673667479193,8766.950161045188,62.28,62.26,62.29,62.27623066142472,62.264568733386405,62.28846905290867
Diabetes and kidney diseases,Global,Male,2035,8016.5543717135615,7842.31268086651,8271.649337106184,60 to 64,65 to 69,7972.673667479193,8766.950161045188,62.28,62.26,62.29,62.27623066142472,62.264568733386405,62.28846905290867
Diabetes and kidney diseases,Global,Male,2036,8016.5543717135615,7842.31268086651,8271.649337106184,60 to 64,65 to 69,7972.673667479193,8766.950161045188,62.28,62.26,62.29,62.27623066142472,62.264568733386405,62.28846905290867
Diabetes and kidney diseases,Global,Male,2037,8016.5543717135615,7842.31268086651,8271.649337106184,60 to 64,65 to 69,7864.317132600427,8662.497425115658,62.95,62.94,62.97,62.95365195395519,62.93926379746535,62.97018772217566
Diabetes and kidney diseases,Global,Male,2038,8016.5543717135615,7842.31268086651,8271.649337106184,60 to 64,65 to 69,7864.317132600427,8662.497425115658,62.95,62.94,62.97,62.95365195395519,62.93926379746535,62.97018772217566
Diabetes and kidney diseases,Global,Male,2039,8016.5543717135615,7842.31268086651,8271.649337106184,60 to 64,65 to 69,7864.317132600427,8662.497425115658,62.95,62.94,62.97,62.95365195395519,62.93926379746535,62.97018772217566
Diabetes and kidney diseases,Global,Male,2040,8016.5543717135615,7842.31268086651,8271.649337106184,60 to 64,65 to 69,7864.317132600427,8662.497425115658,62.95,62.94,62.97,62.95365195395519,62.93926379746535,62.97018772217566
Diabetes and kidney diseases,Japan,Both,2022,8016.5543717135615,7842.31268086651,8271.649337106184,70 to 74,75 to 79,8013.549677587031,8754.560337030942,72.02,71.99,72.06,72.02027429759772,71.99453525243318,72.06232332349029
Diabetes and kidney diseases,Japan,Both,2023,8016.5543717135615,7842.31268086651,8271.649337106184,70 to 74,75 to 79,8013.549677587031,8754.560337030942,72.02,71.99,72.06,72.02027429759772,71.99453525243318,72.06232332349029
Diabetes and kidney diseases,Japan,Both,2024,8016.5543717135615,7842.31268086651,8271.649337106184,70 to 74,75 to 79,8013.549677587031,8754.560337030942,72.02,71.99,72.06,72.02027429759772,71.99453525243318,72.06232332349029
Diabetes and kidney diseases,Japan,Both,2025,8016.5543717135615,7842.31268086651,8271.649337106184,70 to 74,75 to 79,8013.549677587031,8754.560337030942,72.02,71.99,72.06,72.02027429759772,71.99453525243318,72.06232332349029
Diabetes and kidney diseases,Japan,Both,2026,8016.5543717135615,7842.31268086651,8271.649337106184,70 to 74,75 to 79,8013.549677587031,8754.560337030942,72.02,71.99,72.06,72.02027429759772,71.99453525243318,72.06232332349029
Diabetes and kidney diseases,Japan,Both,2027,8016.5543717135615,7842.31268086651,8271.649337106184,70 to 74,75 to 79,7896.105931648072,8668.604376710233,72.78,72.75,72.84,72.7796031230574,72.748458143571,72.83616265113368
Diabetes and kidney diseases,Japan,Both,2028,8016.5543717135615,7842.31268086651,8271.649337106184,70 to 74,75 to 79,7896.105931648072,8668.604376710233,72.78,72.75,72.84,72.7796031230574,72.748458143571,72.83616265113368
Diabetes and kidney diseases,Japan,Both,2029,8016.5543717135615,7842.31268086651,8271.649337106184,70 to 74,75 to 79,7896.105931648072,8668.604376710233,72.78,72.75,72.84,72.7796031230574,72.748458143571,72.83616265113368
Diabetes and kidney diseases,Japan,Both,2030,8016.5543717135615,7842.31268086651,8271.649337106184,70 to 74,75 to 79,7896.105931648072,8668.604376710233,72.78,72.75,72.84,72.7796031230574,72.748458143571,72.83616265113368
Diabetes and kidney diseases,Japan,Both,2031,8016.5543717135615,7842.31268086651,8271.649337106184,70 to 74,75 to 79,7896.105931648072,8668.604376710233,72.78,72.75,72.84,72.7796031230574,72.748458143571,72.83616265113368
Diabetes and kidney diseases,Japan,Both,2032,8016.5543717135615,7842.31268086651,8271.649337106184,70 to 74,75 to 79,7803.368743604311,8592.215264193082,73.35,73.31,73.42,73.35124908676872,73.3101907094656,73.4181783100701
Diabetes and kidney diseases,Japan,Both,2033,8016.5543717135615,7842.31268086651,8271.649337106184,70 to 74,75 to 79,7803.368743604311,8592.215264193082,73.35,73.31,73.42,73.35124908676872,73.3101907094656,73.4181783100701
Diabetes and kidney diseases,Japan,Both,2034,8016.5543717135615,7842.31268086651,8271.649337106184,70 to 74,75 to 79,7803.368743604311,8592.215264193082,73.35,73.31,73.42,73.35124908676872,73.3101907094656,73.4181783100701
Diabetes and kidney diseases,Japan,Both,2035,8016.5543717135615,7842.31268086651,8271.649337106184,70 to 74,75 to 79,7803.368743604311,8592.215264193082,73.35,73.31,73.42,73.35124908676872,73.3101907094656,73.4181783100701
Diabetes and kidney diseases,Japan,Both,2036,8016.5543717135615,7842.31268086651,8271.649337106184,70 to 74,75 to 79,7803.368743604311,8592.215264193082,73.35,73.31,73.42,73.35124908676872,73.3101907094656,73.4181783100701
Diabetes and kidney diseases,Japan,Both,2037,8016.5543717135615,7842.31268086651,8271.649337106184,70 to 74,75 to 79,7736.1063190008945,8541.440072344007,73.74,73.70,73.80,73.74119147215963,73.6983127381294,73.80480040163381
Diabetes and kidney diseases,Japan,Both,2038,8016.5543717135615,7842.31268086651,8271.649337106184,70 to 74,75 to 79,7736.1063190008945,8541.440072344007,73.74,73.70,73.80,73.74119147215963,73.6983127381294,73.80480040163381
Diabetes and kidney diseases,Japan,Both,2039,8016.5543717135615,7842.31268086651,8271.649337106184,70 to 74,75 to 79,7736.1063190008945,8541.440072344007,73.74,73.70,73.80,73.74119147215963,73.6983127381294,73.80480040163381
Diabetes and kidney diseases,Japan,Both,2040,8016.5543717135615,7842.31268086651,8271.649337106184,70 to 74,75 to 79,7736.1063190008945,8541.440072344007,73.74,73.70,73.80,73.74119147215963,73.6983127381294,73.80480040163381
Diabetes and kidney diseases,Japan,Female,2022,8016.5543717135615,7842.31268086651,8271.649337106184,70 to 74,75 to 79,7376.292030841477,8125.89983874109,76.27,76.22,76.32,76.27064882545773,76.22278042198161,76.32472674284779
Diabetes and kidney diseases,Japan,Female,2023,8016.5543717135615,7842.31268086651,8271.649337106184,70 to 74,75 to 79,7376.292030841477,8125.89983874109,76.27,76.22,76.32,76.27064882545773,76.22278042198161,76.32472674284779
Diabetes and kidney diseases,Japan,Female,2024,8016.5543717135615,7842.31268086651,8271.649337106184,70 to 74,75 to 79,7376.292030841477,8125.89983874109,76.27,76.22,76.32,76.27064882545773,76.22278042198161,76.32472674284779
Diabetes and kidney diseases,Japan,Female,2025,8016.5543717135615,7842.31268086651,8271.649337106184,70 to 74,75 to 79,7376.292030841477,8125.89983874109,76.27,76.22,76.32,76.27064882545773,76.22278042198161,76.32472674284779
Diabetes and kidney diseases,Japan,Female,2026,8016.5543717135615,7842.31268086651,8271.649337106184,70 to 74,75 to 79,7376.292030841477,8125.89983874109,76.27,76.22,76.32,76.27064882545773,76.22278042198161,76.32472674284779
Diabetes and kidney diseases,Japan,Female,2027,8016.5543717135615,7842.31268086651,8271.649337106184,70 to 74,75 to 79,7262.721872173118,8062.79043531485,76.71,76.65,76.78,76.71104936669597,76.65309221216914,76.77776706176249
Diabetes and kidney diseases,Japan,Female,2028,8016.5543717135615,7842.31268086651,8271.649337106184,70 to 74,75 to 79,7262.721872173118,8062.79043531485,76.71,76.65,76.78,76.71104936669597,76.65309221216914,76.77776706176249
Diabetes and kidney diseases,Japan,Female,2029,8016.5543717135615,7842.31268086651,8271.649337106184,70 to 74,75 to 79,7262.721872173118,8062.79043531485,76.71,76.65,76.78,76.71104936669597,76.65309221216914,76.77776706176249
Diabetes and kidney diseases,Japan,Female,2030,8016.5543717135615,7842.31268086651,8271.649337106184,70 to 74,75 to 79,7262.721872173118,8062.79043531485,76.71,76.65,76.78,76.71104936669597,76.65309221216914,76.77776706176249
Diabetes and kidney diseases,Japan,Female,2031,8016.5543717135615,7842.31268086651,8271.649337106184,70 to 74,75 to 79,7262.721872173118,8062.79043531485,76.71,76.65,76.78,76.71104936669597,76.65309221216914,76.77776706176249
Diabetes and kidney diseases,Japan,Female,2032,8016.5543717135615,7842.31268086651,8271.649337106184,75 to 79,80 to 84,7994.79761226244,8809.34276088326,77.13,77.07,77.20,77.13355158696825,77.07127781228658,77.2027015099991
Diabetes and kidney diseases,Japan,Female,2033,8016.5543717135615,7842.31268086651,8271.649337106184,75 to 79,80 to 84,7994.79761226244,8809.34276088326,77.13,77.07,77.20,77.13355158696825,77.07127781228658,77.2027015099991
Diabetes and kidney diseases,Japan,Female,2034,8016.5543717135615,7842.31268086651,8271.649337106184,75 to 79,80 to 84,7994.79761226244,8809.34276088326,77.13,77.07,77.20,77.13355158696825,77.07127781228658,77.2027015099991
Diabetes and kidney diseases,Japan,Female,2035,8016.5543717135615,7842.31268086651,8271.649337106184,75 to 79,80 to 84,7994.79761226244,8809.34276088326,77.13,77.07,77.20,77.13355158696825,77.07127781228658,77.2027015099991
Diabetes and kidney diseases,Japan,Female,2036,8016.5543717135615,7842.31268086651,8271.649337106184,75 to 79,80 to 84,7994.79761226244,8809.34276088326,77.13,77.07,77.20,77.13355158696825,77.07127781228658,77.2027015099991
Diabetes and kidney diseases,Japan,Female,2037,8016.5543717135615,7842.31268086651,8271.649337106184,75 to 79,80 to 84,7966.89725142227,8794.604771642757,77.30,77.23,77.40,77.29996779706715,77.23260513010631,77.3956884277267
Diabetes and kidney diseases,Japan,Female,2038,8016.5543717135615,7842.31268086651,8271.649337106184,75 to 79,80 to 84,7966.89725142227,8794.604771642757,77.30,77.23,77.40,77.29996779706715,77.23260513010631,77.3956884277267
Diabetes and kidney diseases,Japan,Female,2039,8016.5543717135615,7842.31268086651,8271.649337106184,75 to 79,80 to 84,7966.89725142227,8794.604771642757,77.30,77.23,77.40,77.29996779706715,77.23260513010631,77.3956884277267
Diabetes and kidney diseases,Japan,Female,2040,8016.5543717135615,7842.31268086651,8271.649337106184,75 to 79,80 to 84,7966.89725142227,8794.604771642757,77.30,77.23,77.40,77.29996779706715,77.23260513010631,77.3956884277267
Diabetes and kidney diseases,Japan,Male,2022,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7910.0723537501035,8674.493305834747,67.70,67.67,67.75,67.69648809123476,67.66570180622277,67.74759910250494
Diabetes and kidney diseases,Japan,Male,2023,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7910.0723537501035,8674.493305834747,67.70,67.67,67.75,67.69648809123476,67.66570180622277,67.74759910250494
Diabetes and kidney diseases,Japan,Male,2024,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7910.0723537501035,8674.493305834747,67.70,67.67,67.75,67.69648809123476,67.66570180622277,67.74759910250494
Diabetes and kidney diseases,Japan,Male,2025,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7910.0723537501035,8674.493305834747,67.70,67.67,67.75,67.69648809123476,67.66570180622277,67.74759910250494
Diabetes and kidney diseases,Japan,Male,2026,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7910.0723537501035,8674.493305834747,67.70,67.67,67.75,67.69648809123476,67.66570180622277,67.74759910250494
Diabetes and kidney diseases,Japan,Male,2027,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7776.564777059175,8556.936322094703,68.54,68.49,68.62,68.53766238775057,68.49437063221968,68.61765202719393
Diabetes and kidney diseases,Japan,Male,2028,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7776.564777059175,8556.936322094703,68.54,68.49,68.62,68.53766238775057,68.49437063221968,68.61765202719393
Diabetes and kidney diseases,Japan,Male,2029,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7776.564777059175,8556.936322094703,68.54,68.49,68.62,68.53766238775057,68.49437063221968,68.61765202719393
Diabetes and kidney diseases,Japan,Male,2030,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7776.564777059175,8556.936322094703,68.54,68.49,68.62,68.53766238775057,68.49437063221968,68.61765202719393
Diabetes and kidney diseases,Japan,Male,2031,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7776.564777059175,8556.936322094703,68.54,68.49,68.62,68.53766238775057,68.49437063221968,68.61765202719393
Diabetes and kidney diseases,Japan,Male,2032,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7684.731978436626,8453.770401073025,69.16,69.09,69.25,69.15738501165774,69.08812723117961,69.25056062525285
Diabetes and kidney diseases,Japan,Male,2033,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7684.731978436626,8453.770401073025,69.16,69.09,69.25,69.15738501165774,69.08812723117961,69.25056062525285
Diabetes and kidney diseases,Japan,Male,2034,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7684.731978436626,8453.770401073025,69.16,69.09,69.25,69.15738501165774,69.08812723117961,69.25056062525285
Diabetes and kidney diseases,Japan,Male,2035,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7684.731978436626,8453.770401073025,69.16,69.09,69.25,69.15738501165774,69.08812723117961,69.25056062525285
Diabetes and kidney diseases,Japan,Male,2036,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7684.731978436626,8453.770401073025,69.16,69.09,69.25,69.15738501165774,69.08812723117961,69.25056062525285
Diabetes and kidney diseases,Japan,Male,2037,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7571.697872166515,8394.387986250777,69.70,69.64,69.78,69.70366989909814,69.64219893181944,69.78270809793446
Diabetes and kidney diseases,Japan,Male,2038,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7571.697872166515,8394.387986250777,69.70,69.64,69.78,69.70366989909814,69.64219893181944,69.78270809793446
Diabetes and kidney diseases,Japan,Male,2039,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7571.697872166515,8394.387986250777,69.70,69.64,69.78,69.70366989909814,69.64219893181944,69.78270809793446
Diabetes and kidney diseases,Japan,Male,2040,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7571.697872166515,8394.387986250777,69.70,69.64,69.78,69.70366989909814,69.64219893181944,69.78270809793446
Diabetes and kidney diseases,Zimbabwe,Both,2022,8016.5543717135615,7842.31268086651,8271.649337106184,50 to 54,55 to 59,7319.330973296318,8079.6591868065025,56.59,56.41,56.74,56.58501595776904,56.40935378611134,56.744222787343155
Diabetes and kidney diseases,Zimbabwe,Both,2023,8016.5543717135615,7842.31268086651,8271.649337106184,50 to 54,55 to 59,7319.330973296318,8079.6591868065025,56.59,56.41,56.74,56.58501595776904,56.40935378611134,56.744222787343155
Diabetes and kidney diseases,Zimbabwe,Both,2024,8016.5543717135615,7842.31268086651,8271.649337106184,50 to 54,55 to 59,7319.330973296318,8079.6591868065025,56.59,56.41,56.74,56.58501595776904,56.40935378611134,56.744222787343155
Diabetes and kidney diseases,Zimbabwe,Both,2025,8016.5543717135615,7842.31268086651,8271.649337106184,50 to 54,55 to 59,7319.330973296318,8079.6591868065025,56.59,56.41,56.74,56.58501595776904,56.40935378611134,56.744222787343155
