cause,location,sex,age,year,point_estimate,lower,upper
Age-related diseases,Demo region,Female,45 to 49,2023,11162.40397293499,11153.180590076196,11170.39213783148
Age-related diseases,Demo region,Female,50 to 54,2023,12883.140375243996,12873.694891581397,12901.062875058684
Age-related diseases,Demo region,Female,55 to 59,2023,14677.356175626941,14665.335157100146,14693.226895488227
Age-related diseases,Demo region,Female,60 to 64,2023,16447.996204192452,16429.626341599032,16462.479140491385
Age-related diseases,Demo region,Female,65 to 69,2023,18248.372795318082,18237.06965685388,18256.760820394127
Age-related diseases,Demo region,Female,70 to 74,2023,19996.694848339845,19988.111345011042,20003.91699690197
Age-related diseases,Demo region,Female,75 to 79,2023,21733.633215795326,21710.937441012855,21747.956502611243
Age-related diseases,Demo region,Female,80 to 84,2023,23531.487099835445,23521.418525976787,23542.88461688325
Age-related diseases,Demo region,Female,85 to 89,2023,25313.47493485401,25299.195895141966,25332.687727175682
Age-related diseases,Demo region,Female,90 to 94,2023,27083.59182897215,27055.607922055497,27108.073502129908
Age-related diseases,Demo region,Female,25 to 29,2024,4948.5262414754725,4936.868649751337,4959.654467961181
Age-related diseases,Demo region,Female,30 to 34,2024,6240.236247375193,6224.84858946687,6254.067262345434
Age-related diseases,Demo region,Female,35 to 39,2024,7926.672138418375,7915.026713362307,7937.0401592093085
Age-related diseases,Demo region,Female,40 to 44,2024,9616.50972796164,9603.113089442828,9628.487024394997
Age-related diseases,Demo region,Female,45 to 49,2024,11192.675403277868,11183.271016870298,11200.766789026186
Age-related diseases,Demo region,Female,50 to 54,2024,12893.410112013955,12883.889983945912,12911.428023781518
Age-related diseases,Demo region,Female,55 to 59,2024,14684.666193607949,14672.507207189865,14700.659683295029
Age-related diseases,Demo region,Female,60 to 64,2024,16444.953739486864,16426.62997731927,16459.373170156927
Age-related diseases,Demo region,Female,65 to 69,2024,18247.849988082486,18236.555088081568,18256.228116246464
Age-related diseases,Demo region,Female,70 to 74,2024,20008.79966578546,20000.084643806,20016.18438348361
Age-related diseases,Demo region,Female,75 to 79,2024,21732.947317897328,21710.270005365444,21747.2544734338
Age-related diseases,Demo region,Female,80 to 84,2024,23532.765922910505,23522.67414089555,23544.219059449722
Age-related diseases,Demo region,Female,85 to 89,2024,25314.53579719855,25300.200041029635,25333.779163098825
Age-related diseases,Demo region,Female,90 to 94,2024,27082.91454520618,27054.975575309567,27107.349607188113
Age-related diseases,Demo region,Female,25 to 29,2025,4984.253420895402,4972.404279787971,4995.513143942704
Age-related diseases,Demo region,Female,30 to 34,2025,6254.281023020718,6238.809093891105,6268.206310179418
Age-related diseases,Demo region,Female,35 to 39,2025,7930.271776446005,7918.596253028226,7940.657603102412
Age-related diseases,Demo region,Female,40 to 44,2025,9654.447908777374,9640.830748609542,9666.682747051073
Age-related diseases,Demo region,Female,45 to 49,2025,11225.627637580765,11216.026218152907,11233.83138530392
Age-related diseases,Demo region,Female,50 to 54,2025,12906.78108326086,12897.163769819786,12924.92321929114
Age-related diseases,Demo region,Female,55 to 59,2025,14694.090255410722,14681.753401039698,14710.242019732528
Age-related diseases,Demo region,Female,60 to 64,2025,16442.701482370157,16424.41184714312,16457.073901482676
Age-related diseases,Demo region,Female,65 to 69,2025,18246.30808728268,18235.03748475177,18254.657026759887
Age-related diseases,Demo region,Female,70 to 74,2025,20018.175990175292,20009.3590945792,20025.686633023655
Age-related diseases,Demo region,Female,75 to 79,2025,21733.96114213524,21711.25654058966,21748.292141281872
Age-related diseases,Demo region,Female,80 to 84,2025,23535.261742277857,23525.124665986383,23546.82342878506
Age-related diseases,Demo region,Female,85 to 89,2025,25315.792368551876,25301.38943281406,25335.071948276902
Age-related diseases,Demo region,Female,90 to 94,2025,27082.34368539122,27054.44259140458,27106.739460373312
Age-related diseases,Demo region,Female,25 to 29,2026,5018.83341477318,5006.798874857076,5030.220412079708
Age-related diseases,Demo region,Female,30 to 34,2026,6271.253412945543,6255.6796463737855,6285.292623201484
Age-related diseases,Demo region,Female,35 to 39,2026,7933.961341756545,7922.254968050369,7944.365419110126
Age-related diseases,Demo region,Female,40 to 44,2026,9680.081154235078,9666.314996792296,9692.490002781993
Age-related diseases,Demo region,Female,45 to 49,2026,11265.293974076792,11255.455375645784,11273.632977815128
Age-related diseases,Demo region,Female,50 to 54,2026,12924.568348975165,12914.821750830557,12942.87573926621
Age-related diseases,Demo region,Female,55 to 59,2026,14699.677238028147,14687.234936008104,14715.922834250838
Age-related diseases,Demo region,Female,60 to 64,2026,16445.80645273197,16427.469769972846,16460.243682159322
Age-related diseases,Demo region,Female,65 to 69,2026,18244.125449780408,18232.889241530418,18252.43307121538
Age-related diseases,Demo region,Female,70 to 74,2026,20024.782565135014,20015.893889206163,20032.38193506977
Age-related diseases,Demo region,Female,75 to 79,2026,21735.914730317207,21713.157544218357,21750.291674898257
Age-related diseases,Demo region,Female,80 to 84,2026,23538.884294565178,23528.68147598196,23550.603535717546
Age-related diseases,Demo region,Female,85 to 89,2026,25316.696588851573,25302.245311147526,25336.002227801473
Age-related diseases,Demo region,Female,90 to 94,2026,27081.926666445706,27054.053241199486,27106.293741871763
Age-related diseases,Demo region,Female,25 to 29,2027,4978.970441656877,4963.602544553855,4991.581276409353
Age-related diseases,Demo region,Female,30 to 34,2027,6201.034204441132,6182.682108435103,6214.02535356325
Age-related diseases,Demo region,Female,35 to 39,2027,7517.071137622,7506.38080897022,7531.310295834127
Age-related diseases,Demo region,Female,40 to 44,2027,9271.21915056712,9249.90950118583,9289.22774692209
Age-related diseases,Demo region,Female,45 to 49,2027,10926.447582236919,10908.339002531022,10941.787362941544
Age-related diseases,Demo region,Female,50 to 54,2027,12580.62384726815,12568.776878548806,12599.198609795138
Age-related diseases,Demo region,Female,55 to 59,2027,14362.46794908986,14345.09195568195,14383.852381181743
Age-related diseases,Demo region,Female,60 to 64,2027,16184.618446870953,16166.21021122532,16204.14521523316
Age-related diseases,Demo region,Female,65 to 69,2027,17979.1490218697,17963.013908180706,17995.67520993418
Age-related diseases,Demo region,Female,70 to 74,2027,19791.002632143627,19770.160453649427,19801.2291426749
Age-related diseases,Demo region,Female,75 to 79,2027,21560.069030184597,21543.090580105545,21574.01117347339
Age-related diseases,Demo region,Female,80 to 84,2027,23343.166532698564,23324.128439126634,23358.865530138017
Age-related diseases,Demo region,Female,85 to 89,2027,25155.092740702174,25133.66025937746,25178.719155636216
Age-related diseases,Demo region,Female,90 to 94,2027,26930.547149670554,26892.08527512514,26956.696195818873
Age-related diseases,Demo region,Female,25 to 29,2028,5009.763207750438,4994.153169164701,5022.526811954687
Age-related diseases,Demo region,Female,30 to 34,2028,6225.341028190985,6206.773675785592,6238.476763905693
Age-related diseases,Demo region,Female,35 to 39,2028,7531.261737501502,7520.505327694341,7545.578044580809
Age-related diseases,Demo region,Female,40 to 44,2028,9277.572074368534,9256.189928378877,9295.620570713862
Age-related diseases,Demo region,Female,45 to 49,2028,10973.06410445589,10954.576200012232,10988.790158556301
Age-related diseases,Demo region,Female,50 to 54,2028,12607.25086016207,12595.215538657238,12626.012031505425
Age-related diseases,Demo region,Female,55 to 59,2028,14372.579083735944,14355.017255413046,14394.126024427638
Age-related diseases,Demo region,Female,60 to 64,2028,16187.794129327503,16169.341711306763,16207.385648813046
Age-related diseases,Demo region,Female,65 to 69,2028,17975.770935805187,17959.67420241192,17992.218772358097
Age-related diseases,Demo region,Female,70 to 74,2028,19793.40857523464,19772.540342712957,19803.66696611986
Age-related diseases,Demo region,Female,75 to 79,2028,21568.87472537179,21551.711809589262,21583.05518934623
Age-related diseases,Demo region,Female,80 to 84,2028,23341.800837088715,23322.791199332278,23357.42354232472
Age-related diseases,Demo region,Female,85 to 89,2028,25155.825521881467,25134.349165334865,25179.47410863041
Age-related diseases,Demo region,Female,90 to 94,2028,26930.769311405376,26892.291702886618,26956.932249996167
Age-related diseases,Demo region,Female,25 to 29,2029,5036.124615789276,5020.307282074235,5049.019004536941
Age-related diseases,Demo region,Female,30 to 34,2029,6257.541253963939,6238.688742759934,6270.868529345575
Age-related diseases,Demo region,Female,35 to 39,2029,7546.610452815241,7535.782568873784,7561.010204992655
Age-related diseases,Demo region,Female,40 to 44,2029,9280.682340621937,9259.264701722,9298.750371215963
Age-related diseases,Demo region,Female,45 to 49,2029,11017.588823801949,10998.738615894072,11033.683818220507
Age-related diseases,Demo region,Female,50 to 54,2029,12636.57712786564,12624.33435972637,12655.54360480872
Age-related diseases,Demo region,Female,55 to 59,2029,14382.451288737226,14364.70801684332,14404.156897893736
Age-related diseases,Demo region,Female,60 to 64,2029,16194.693882206975,16176.145469868776,16214.42608538989
Age-related diseases,Demo region,Female,65 to 69,2029,17973.161468007125,17957.09438221426,17989.54878042227
Age-related diseases,Demo region,Female,70 to 74,2029,19792.9638381355,19772.100421684758,19803.216335956917
Age-related diseases,Demo region,Female,75 to 79,2029,21578.408010387342,21561.04538701905,21592.846486815437
Age-related diseases,Demo region,Female,80 to 84,2029,23341.195477891913,23322.198453480283,23356.784365792155
Age-related diseases,Demo region,Female,85 to 89,2029,25156.6417242309,25135.116497625673,25180.31500687532
Age-related diseases,Demo region,Female,90 to 94,2029,26931.425699588035,26892.90160424212,26957.629684109084
Age-related diseases,Demo region,Female,25 to 29,2030,5059.365275670127,5043.3651870890335,5072.374966266871
Age-related diseases,Demo region,Female,30 to 34,2030,6293.896260336586,6274.721796422876,6307.439789661932
Age-related diseases,Demo region,Female,35 to 39,2030,7560.96383214305,7550.069109033576,7575.441618157282
Age-related diseases,Demo region,Female,40 to 44,2030,9284.422905308998,9262.962580826535,9302.514428785924
Age-related diseases,Demo region,Female,45 to 49,2030,11055.03271126607,11035.877817549022,11071.437972879043
Age-related diseases,Demo region,Female,50 to 54,2030,12668.54804912466,12656.07912673753,12687.738346201593
Age-related diseases,Demo region,Female,55 to 59,2030,14395.274630410382,14377.295675312453,14417.186339413562
Age-related diseases,Demo region,Female,60 to 64,2030,16203.547882534505,16184.876286984807,16223.460615879063
Age-related diseases,Demo region,Female,65 to 69,2030,17971.26288488938,17955.217369944665,17987.60616146462
Age-related diseases,Demo region,Female,70 to 74,2030,19791.655779329772,19770.80652788576,19801.890944497787
Age-related diseases,Demo region,Female,75 to 79,2030,21585.79618872336,21568.278794438604,21600.434621621585
Age-related diseases,Demo region,Female,80 to 84,2030,23342.01703958782,23323.002897007344,23357.65182259938
Age-related diseases,Demo region,Female,85 to 89,2030,25158.31615107532,25136.69066827983,25182.0400969779
Age-related diseases,Demo region,Female,90 to 94,2030,26932.16180361518,26893.58557579403,26958.41181893837
Age-related diseases,Demo region,Female,25 to 29,2031,5077.93383110527,5061.787727140848,5091.035644248765
Age-related diseases,Demo region,Female,30 to 34,2031,6329.112845472664,6309.626510481419,6342.865856962354
Age-related diseases,Demo region,Female,35 to 39,2031,7578.288871710861,7567.313471347334,7592.8608473427175
Age-related diseases,Demo region,Female,40 to 44,2031,9288.287485287714,9266.78306001796,9306.403280534407
Age-related diseases,Demo region,Female,45 to 49,2031,11080.421895779069,11061.060406947263,11097.037537018216
Age-related diseases,Demo region,Female,50 to 54,2031,12707.099011582668,12694.357389392859,12726.559193956547
Age-related diseases,Demo region,Female,55 to 59,2031,14412.298646557816,14394.006803074531,14434.483969663084
Age-related diseases,Demo region,Female,60 to 64,2031,16208.856515228468,16190.11106216808,16228.877489851873
Age-related diseases,Demo region,Female,65 to 69,2031,17974.154723030504,17958.076352320448,17990.565073056583
Age-related diseases,Demo region,Female,70 to 74,2031,19789.807553924304,19768.978316966783,19800.018228870453
Age-related diseases,Demo region,Female,75 to 79,2031,21590.977342138118,21573.351410697673,21605.755999744102
Age-related diseases,Demo region,Female,80 to 84,2031,23343.57074758626,23324.524231739128,23359.292325785445
Age-related diseases,Demo region,Female,85 to 89,2031,25160.698423578237,25138.930302383167,25184.494450077964
Age-related diseases,Demo region,Female,90 to 94,2031,26932.594489311436,26893.98761775582,26958.87156177456
Age-related diseases,Demo region,Female,25 to 29,2032,5042.723875266711,5024.031430417586,5057.529082436553
Age-related diseases,Demo region,Female,30 to 34,2032,6303.341159555408,6281.50365485894,6316.681996920918
Age-related diseases,Demo region,Female,35 to 39,2032,7528.039251580365,7514.954337505069,7542.482329224941
Age-related diseases,Demo region,Female,40 to 44,2032,8851.252175144886,8834.926316321986,8866.80282878567
Age-related diseases,Demo region,Female,45 to 49,2032,10668.040603489719,10642.307607138326,10688.259663032495
Age-related diseases,Demo region,Female,50 to 54,2032,12381.775262985222,12364.730677598625,12407.245736286097
Age-related diseases,Demo region,Female,55 to 59,2032,14095.503157451009,14077.42133348351,14117.15821553959
Age-related diseases,Demo region,Female,60 to 64,2032,15912.155921708803,15891.304524248231,15935.894655485501
Age-related diseases,Demo region,Female,65 to 69,2032,17768.938848526534,17751.944954537084,17793.623496895907
Age-related diseases,Demo region,Female,70 to 74,2032,19589.922700970666,19563.78101098256,19608.32834374788
